字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"Candy Boy","TWICE",,,分开,178 + 427、178 + 428、178 + 429、178 + 430、178 + 431、357 + 427、357 + 428、357 + 429、357 + 430、357 + 431,A - 右上角数字 1 蓝条中间^^^B - 左边数字 7 蓝条开始,A - 右上角数字 5 蓝条结尾、左边数字 6 单点^^^B - 左下角数字 5 蓝条结尾、右下角数字 5 蓝条结尾,248,606,65 - 0.2,427、428、429、430、431,B - 左边数字 7 蓝条开始,B - 左下角数字 5 蓝条结尾、右下角数字 5 蓝条结尾,248,606,1600729,35 + 0.0
,,"豆你玩","李子璇",,红色,分开,218 + 262、218 + 263、218 + 264、218 + 266、219 + 262、219 + 263、219 + 264、219 + 266、220 + 262、220 + 263,B - 左上角数字 16 单点^^^B - 右下角数字 6 单点,B - 右下角数字 2 蓝条结尾、左边数字 3 单点^^^B - 左上角数字 8 蓝条结尾、下面数字 1 单点,172,348,88 + 0.0,250、251、252、254、258、262、263、264、266,B - 右上角数字 16 单点,B - 左下角数字 2 蓝条结尾、右边数字 3 单点,172,348,1146223,46 + 0.0
,,"I'm OK","小青龙",,红色,分开,192 + 444、193 + 444、194 + 444,A - 右下角数字 5 蓝条中间^^^B - 右上角数字 6 蓝条开始,A - 右下角数字 9 蓝条结尾、上面数字 10 蓝条开始^^^B - 左上角数字 1 绿条开始,237,510,84 + 0.3,192、193、194,A - 右下角数字 5 蓝条中间,A - 右下角数字 9 蓝条结尾、上面数字 10 蓝条开始,237,510,1487629,44 + 0.0
,,"courage","戸松遥",,,分开,109 + 432,A - 右下角数字 1 蓝条开始^^^B - 左上角数字 1 蓝条开始,A - 右上角数字 5 单点^^^B - 左下角数字 5 单点,306,628,61 + 0.2,109、432,A - 右下角数字 1 蓝条开始,A - 右上角数字 5 单点,306,628,1595745,31 - 0.4
,,"flower of sorrow","花たん",,,分开,217 + 376,B - 右上角数字 7 单点^^^B - 右下角数字 1 蓝条开始,B - 左边数字 6 绿条开始^^^B - 左上角数字 7 单点,210,471,53 + 0.2,376,B - 右下角数字 1 蓝条开始,B - 左上角数字 7 单点,210,471,1359255,28 + 0.0
S,9,"Scarlet Faith","仲村芽衣子",,,分开,108 + 144、108 + 158、108 + 171、108 + 172、108 + 173、108 + 174、108 + 357、108 + 358、108 + 363、108 + 364,A - 右下角数字 4 蓝条开始^^^A - 右下角数字 1 单点,A - 下面数字 8 单点^^^A - 左下角数字 5 单点,205,469,54 + 0.2,108、133、144、158、171、172、173、174、357、358,A - 右下角数字 4 蓝条开始,A - 下面数字 8 单点,205,469,1242661,27 + 0.1
,,"Shiny","高颖浠",,,分开,187 + 538、187 + 539、187 + 540、188 + 538、188 + 539、188 + 540、189 + 538、189 + 539、189 + 540,A - 右上角数字 1 单点^^^B - 右上角数字 9 单点,A - 左下角数字 1 单点^^^B - 左下角数字 1 单点,421,800,94 + 0.0,187、188、189、538、539、540,A - 右上角数字 1 单点,A - 左下角数字 1 单点,421,800,2380507,47 + 0.0
,,"最好的天气","郭采洁",,红色,分开,64 + 186,A - 右上角数字 13 单点^^^B - 左下角数字 5 单点,A - 左下角数字 13 蓝条结尾^^^B - 右上角数字 5 蓝条结尾,134,328,58 - 0.2,186,B - 左下角数字 5 单点,B - 右上角数字 5 蓝条结尾,134,328,949808,29 - 0.1
C,8,"春夏秋冬","Sumika",,,分开,164 + 292、164 + 293、164 + 310、164 + 311、164 + 312、164 + 313、164 + 314、164 + 315、165 + 292、165 + 293,A - 左下角数字 5 单点^^^B - 右下角数字 4 蓝条开始,A - 左边数字 2 单点^^^B - 右下角数字 2 单点,288,566,48 - 0.5,292、293、310、311、312、313、314、315,B - 右下角数字 4 蓝条开始,B - 右下角数字 2 单点,288,566,1387254,24 - 0.2
,,"雨后的咖啡","SNP",,红色,分开,237 + 269、238 + 269,B - 左上角数字 1 单点^^^B - 右上角数字 1 蓝条开始,B - 左下角数字 8 单点^^^B - 右上角数字 11 蓝条结尾,150,297,48 - 0.1,247、258、269,B - 右上角数字 1 蓝条开始,B - 左上角数字 3 单点,150,297,739340,25 - 0.2
,,"黒い羊","欅坂46",,红色,分开,100 + 196、100 + 197、100 + 198、101 + 196、101 + 197、101 + 198,A - 右下角数字 2 单点^^^B - 左上角数字 1 单点,A - 右上角数字 5 单点^^^B - 右上角数字 4 单点,142,286,54 - 0.2,100、101、196、197、198,A - 右下角数字 2 单点,A - 右上角数字 5 单点,142,286,815076,27 - 0.1
B,8,"被遗忘的天使","萧忆情",,,分开,172 + 377,A - 右上角数字 3 蓝条开始^^^B - 左下角数字 3 蓝条开始,A - 右下角数字 7 单点^^^B - 左上角数字 7 单点,241,446,50 + 0.0,172、377,A - 右上角数字 3 蓝条开始,A - 右下角数字 7 单点,241,446,991754,25 + 0.0
L,6,"绿色","GReeeeN",,红色,分开,98 + 242、98 + 243,A - 右上角数字 5 单点^^^B - 左下角数字 2 单点,A - 右下角数字 3 单点^^^B - 左下角数字 3 单点,157,354,53 - 0.5,98,A - 右上角数字 5 单点,A - 右下角数字 3 单点,157,354,992478,29 - 0.3
M,7,"莫名奇妙爱上你","朱主爱",,红色,分开,127 + 174、128 + 174,A - 左上角数字 3 单点^^^A - 右下角数字 3 单点,A - 右下角数字 6 蓝条中间^^^A - 右下角数字 8 绿条开始,217,417,61 + 0.3,127、128,A - 左上角数字 3 单点,A - 右下角数字 6 蓝条中间,217,417,1159483,32 + 0.0
,,"倾杯","SING女团",,,分开,142 + 343、142 + 345、142 + 346、142 + 348、142 + 343、142 + 345、142 + 346、142 + 348、142 + 343、142 + 345,A - 右上角数字 1 单点、左上角数字 1 单点^^^B - 左下角数字 1 单点、右下角数字 1 单点,A - 左上角数字 4 单点^^^B - 左下角数字 4 单点,207,384,49 + 0.0,343、345、346、348,B - 左下角数字 1 单点、右下角数字 1 单点,B - 左下角数字 4 单点,207,384,990583,25 - 0.1
C,8,"Chain","NCT 127",,,分开,33 + 246、33 + 247、33 + 248、33 + 253、33 + 254,A - 右上角数字 1 蓝条中间^^^B - 左上角数字 2 单点,A - 右下角数字 5 单点^^^B - 右上角数字 7 单点,179,335,51 - 0.1,246、247、248、253、254,B - 左上角数字 2 单点,B - 右上角数字 7 单点,179,335,1127405,25 + 0.0
Q,7,"青花引","Ace组合",,红色,分开,181 + 275、181 + 276、181 + 277、181 + 278,B - 左上角数字 1 蓝条开始^^^B - 右下角数字 10 单点,B - 右下角数字 8 单点^^^B - 右上角数字 4 蓝条中间,180,311,56 + 0.0,275、276、277、278,B - 右下角数字 10 单点,B - 右上角数字 4 蓝条中间,180,311,940849,31 + 0.0
,,"观花","萌娜丽莎/郑冰冰",,红色,分开,204 + 260、205 + 260、208 + 260,B - 左下角数字 16 单点^^^B - 左上角数字 5 蓝条开始,B - 左下角数字 2 蓝条中间^^^B - 右下角数字 4 单点,153,289,46 - 0.3,204、205、208,B - 左下角数字 16 单点,B - 左下角数字 2 蓝条中间,153,289,776466,23 - 0.1
,,"365","Zedd/Katy Perry",,红色,分开,52 + 158、52 + 159、52 + 160、52 + 161、52 + 162、52 + 163、52 + 164、53 + 158、53 + 159、53 + 160,A - 左下角数字 8 绿条结尾^^^B - 右上角数字 8 绿条结尾,A - 左下角数字 5 单点^^^B - 右上角数字 13 单点,116,235,53 + 0.4,158、159、160、161、162、163、164,B - 右上角数字 8 绿条结尾,B - 右上角数字 13 单点,116,235,675369,27 - 0.3
H,9,"Happy Song","南征北战NZBZ",,,分开,171 + 219、171 + 220、171 + 404、171 + 405,A - 左下角数字 2 蓝条开始^^^A - 右上角数字 1 单点,A - 上面数字 7 单点^^^A - 左上角数字 5 绿条结尾、右下角数字 6 单点,345,590,58 - 0.3,171,A - 左下角数字 2 蓝条开始,A - 上面数字 7 单点,345,590,1263812,30 - 0.2
L,7,"两双","谢安琪/吉克隽逸",,红色,分开,103 + 252、103 + 253、104 + 252、104 + 253、104 + 252、104 + 253、104 + 252、104 + 253、104 + 252、104 + 253,A - 右下角数字 10 单点^^^B - 左上角数字 10 单点,A - 右边数字 15 单点^^^B - 左边数字 15 单点,159,320,48 - 0.4,103、104、252、253,A - 右下角数字 10 单点,A - 右边数字 15 单点,159,320,840194,24 - 0.2
,,"魂不守舍","朱星杰",,红色,分开,174 + 252、174 + 254、174 + 255、175 + 252、175 + 254、175 + 255,B - 左上角数字 5 蓝条开始^^^B - 左下角数字 6 绿条结尾、右上角数字 1 单点,B - 左下角数字 1 单点^^^B - 左下角数字 4 单点,154,318,47 + 0.0,252、254、255,B - 左下角数字 6 绿条结尾、右上角数字 1 单点,B - 左下角数字 4 单点,154,318,856516,25 + 0.0
,,"空山新雨后","音阙诗听/锦零",,红色,分开,143 + 179、143 + 180、143 + 181、143 + 179、143 + 180、143 + 181、143 + 179、143 + 180、143 + 181、143 + 179,B - 右上角数字 4 单点^^^B - 右下角数字 3 绿条中间,B - 右下角数字 8 单点^^^B - 左下角数字 8 单点,101,214,41 + 0.2,143、144、145、146,B - 右上角数字 4 单点,B - 右下角数字 8 单点,101,214,560887,21 - 0.1
,,"Bon Bon(给他一击)","强东玥",,,分开,28 + 274、28 + 279,A - 右上角数字 1 单点^^^B - 左上角数字 7 单点,A - 下面数字 4 单点^^^B - 下面数字 9 单点,158,302,42 - 0.2,28,A - 右上角数字 1 单点,A - 下面数字 4 单点,158,302,796926,22 + 0.0
,,"甜甜的情歌","Young 7",,红色,分开,116 + 211、116 + 212、116 + 213、116 + 211、116 + 212、116 + 213、116 + 211、116 + 212、116 + 213、116 + 211,A - 左下角数字 4 蓝条开始^^^B - 右下角数字 2 单点,A - 右上角数字 9 单点^^^B - 左上角数字 6 单点,179,304,51 + 0.0,116、117,A - 左下角数字 4 蓝条开始,A - 右上角数字 9 单点,179,304,856345,26 + 0.1
B,6,"BET","Da-iCE",,红色,分开,51 + 196,A - 右上角数字 4 单点^^^B - 左下角数字 4 单点,A - 右下角数字 5 单点^^^B - 左上角数字 5 单点,145,325,50 - 0.4,196,B - 左下角数字 4 单点,B - 左上角数字 5 单点,145,325,881846,25 - 0.2
,,"闺蜜大过天","李子璇/吴芊盈",,红色,分开,50 + 147、50 + 152、50 + 155、55 + 147、55 + 152、55 + 155、58 + 147、58 + 152、58 + 155,A - 右下角数字 5 单点^^^B - 左下角数字 5 单点,A - 左上角数字 1 单点^^^B - 右上角数字 1 单点,112,230,40 + 0.4,147、152、155,B - 左下角数字 5 单点,B - 右上角数字 1 单点,112,230,550854,20 + 0.2
,,"我们是太阳","筷子兄弟",,红色,分开,109 + 281,A - 右下角数字 10 单点^^^B - 左上角数字 10 单点,A - 右下角数字 12 蓝条结尾^^^B - 左上角数字 12 蓝条结尾,184,370,52 - 0.4,109、281,A - 右下角数字 10 单点,A - 右下角数字 12 蓝条结尾,184,370,921535,26 - 0.2
,,"觅","王喆",,,分开,264 + 456、264 + 457、264 + 458、265 + 456、265 + 457、265 + 458,B - 下面数字 3 单点^^^B - 右边数字 2 单点,B - 左下角数字 6 单点^^^B - 右下角数字 4 蓝条结尾、左上角数字 5 单点,231,490,62 + 0.0,456、457、458,B - 右边数字 2 单点,B - 右下角数字 4 蓝条结尾、左上角数字 5 单点,231,490,1570106,32 + 0.0
,,"帅一个","罗志祥",,红色,分开,379 + 455,B - 右下角数字 3 蓝条中间^^^B - 左上角数字 3 蓝条中间,B - 右上角数字 6 蓝条结尾、左上角数字 7 绿条开始^^^B - 左下角数字 6 蓝条结尾、右下角数字 7 绿条开始,206,526,86 - 0.2,379、455,B - 右下角数字 3 蓝条中间,B - 右上角数字 6 蓝条结尾、左上角数字 7 绿条开始,206,526,1520428,43 - 0.1
,,"Last One Standing","Simple Plan",,,分开,113 + 269、113 + 270、114 + 269、114 + 270、114 + 269、114 + 270、114 + 269、114 + 270、269 + 337、269 + 338,A - 右下角数字 5 绿条中间^^^B - 右下角数字 1 单点,A - 下面数字 1 单点^^^B - 左边数字 5 单点,212,546,58 - 0.2,269、270,B - 右下角数字 1 单点,B - 左边数字 5 单点,212,546,1392071,30 + 0.0
,,"For You","高颖浠",,红色,分开,107 + 201,A - 左上角数字 6 单点^^^B - 左上角数字 6 单点,A - 右边数字 11 单点^^^B - 左下角数字 1 单点,137,249,59 - 0.2,201,B - 左上角数字 6 单点,B - 左下角数字 1 单点,137,249,780704,30 - 0.1
J,8,"境界の彼方","茅原実里",,,分开,200 + 244、200 + 245、200 + 246、200 + 247、200 + 452、200 + 453、200 + 496、200 + 497、200 + 498、200 + 499,A - 左上角数字 1 蓝条开始^^^A - 右上角数字 1 单点,A - 中间数字 7 单点^^^A - 下面数字 4 蓝条开始,325,577,52 - 0.2,200、201、244、245、246、247、452、453、496、497,A - 左上角数字 1 蓝条开始,A - 中间数字 7 单点,325,577,1251154,26 - 0.1
,,"朝代","排骨教主",,红色,分开,135 + 229、135 + 230、135 + 229、135 + 230、135 + 229、135 + 230、135 + 229、135 + 230、135 + 229、135 + 230,B - 右下角数字 3 单点^^^B - 左上角数字 2 单点,B - 右下角数字 14 单点^^^B - 左边数字 6 单点,128,272,51 - 0.1,229、230,B - 左上角数字 2 单点,B - 左边数字 6 单点,128,272,760279,27 + 0.0
,,"FOOLISH","Meghan Trainor",,红色,分开,146 + 228,A - 左边数字 2 单点^^^B - 右上角数字 5 蓝条开始,A - 左上角数字 10 绿条开始^^^B - 左下角数字 4 绿条开始,178,360,54 + 0.3,228,B - 右上角数字 5 蓝条开始,B - 左下角数字 4 绿条开始,178,360,977620,29 + 0.2
,,"Radiant","TANGRAM",,,分开,280 + 412,B - 左下角数字 2 单点^^^B - 右下角数字 2 单点,B - 右下角数字 7 绿条开始^^^B - 下面数字 4 绿条中间、上面数字 4 绿条中间,217,454,54 + 0.4,280,B - 左下角数字 2 单点,B - 右下角数字 7 绿条开始,217,454,1112577,27 + 0.2
S,6,"声音之城","飞儿乐团",,红色,分开,78 + 220,A - 右下角数字 3 蓝条开始^^^B - 左上角数字 3 蓝条开始,A - 上面数字 7 单点^^^B - 下面数字 7 单点,145,287,51 - 0.2,220,B - 左上角数字 3 蓝条开始,B - 下面数字 7 单点,145,287,824162,25 + 0.4
K,10,"克罗地亚第二狂想曲","Various Artists",,蓝色,分开,488 + 818、488 + 819、488 + 820、488 + 822、488 + 823、488 + 824、488 + 826、488 + 827、488 + 828、488 + 830,A - 左下角数字 1 蓝条中间^^^B - 左下角数字 1 蓝条开始,A - 左下角数字 4 蓝条结尾、右下角数字 5 单点^^^B - 右边数字 5 蓝条结尾、左下角数字 6 单点,551,1131,76 - 0.4,818、819、820、822、823、824、826、827、828、830,B - 左下角数字 1 蓝条开始,B - 右边数字 5 蓝条结尾、左下角数字 6 单点,551,1131,2873151,40 + 0.0
,,"白衣少年","许诗茵",,,分开,131 + 367、131 + 368、131 + 369、131 + 370、132 + 367、132 + 368、132 + 369、132 + 370、132 + 367、132 + 368,A - 上面数字 1 单点^^^B - 右上角数字 1 单点,A - 左上角数字 3 蓝条中间^^^B - 右上角数字 3 蓝条中间,220,469,50 + 0.4,131、132、133、134、367、368、369、370,A - 上面数字 1 单点,A - 左上角数字 3 蓝条中间,220,469,1291204,25 + 0.2
,,"工笔","Awaken-F",,,分开,265 + 326、265 + 327、265 + 329、265 + 330、265 + 331、265 + 332、265 + 333、265 + 334、265 + 335、265 + 337,B - 左上角数字 6 单点^^^B - 左下角数字 1 单点,B - 右上角数字 12 蓝条开始^^^B - 中间数字 6 单点,202,456,62 + 0.0,265、266、267、270,B - 左上角数字 6 单点,B - 右上角数字 12 蓝条开始,202,456,1475916,34 + 0.0
,,"Loki","BC221",,红色,分开,168 + 200、169 + 200、170 + 200、171 + 200、175 + 200、176 + 200,B - 右上角数字 1 单点^^^B - 右下角数字 3 单点,B - 左边数字 5 单点^^^B - 右下角数字 8 单点,167,324,45 - 0.2,181、182、183、184、185、200,B - 左上角数字 4 单点,B - 右上角数字 8 单点,167,324,823149,23 - 0.1
H,9,"Hypnotic","Zella Day",,,分开,50 + 225、50 + 226、50 + 227、50 + 228、50 + 229,A - 右上角数字 9 单点^^^A - 下面数字 1 单点,A - 中间数字 4 单点^^^A - 右下角数字 5 单点,287,564,53 - 0.2,225、226、227、228、229,A - 下面数字 1 单点,A - 右下角数字 5 单点,287,564,1514763,26 + 0.0
,,"马上上马","庄园",,,分开,249 + 468,A - 左上角数字 6 单点^^^B - 左上角数字 6 单点,A - 右下角数字 7 蓝条结尾、左上角数字 8 绿条开始^^^B - 右下角数字 7 蓝条结尾、左上角数字 8 绿条开始,311,556,88 + 0.4,249、468,A - 左上角数字 6 单点,A - 右下角数字 7 蓝条结尾、左上角数字 8 绿条开始,311,556,1702566,44 + 0.2
C,7,"藏不住","BY2/萧秉治",,,分开,117 + 288、117 + 289、288 + 343、289 + 343,A - 右上角数字 10 蓝条开始^^^B - 右下角数字 1 单点,A - 左下角数字 9 绿条结尾^^^B - 左下角数字 5 单点,191,438,49 + 0.1,288、289,B - 右下角数字 1 单点,B - 左下角数字 5 单点,191,438,1140155,25 + 0.0
,,"I Got You","Bebe Rexha",,红色,分开,88 + 197、88 + 198,A - 左边数字 5 单点^^^B - 右下角数字 6 单点,A - 左边数字 8 单点^^^B - 左上角数字 2 蓝条中间,114,238,56 + 0.0,197、198,B - 右下角数字 6 单点,B - 左上角数字 2 蓝条中间,114,238,684372,29 + 0.0
,,"我的告白","王栎鑫/周文杰",20,,分开,359 + 394、359 + 395,B - 右下角数字 7 单点^^^B - 中间数字 5 绿条结尾,B - 中间数字 5 绿条开始^^^B - 右下角数字 8 单点,303,526,59 - 0.1,394、395,B - 中间数字 5 绿条结尾,B - 右下角数字 8 单点,303,526,1217997,30 - 0.2
,,"Focus","TANGRAM",,,分开,203 + 385、204 + 385、205 + 385、206 + 385,B - 左下角数字 4 单点^^^B - 左上角数字 4 单点,B - 左上角数字 9 蓝条中间^^^B - 左上角数字 8 单点,168,414,58 + 0.0,203、204、205、206、385,B - 左下角数字 4 单点,B - 左上角数字 9 蓝条中间,168,414,1305142,29 + 0.0
